text,id
"['Elliot Page, the Oscar-nominated star of “Juno,” announced on Tuesday that he is transgender.']",67_0_1
Talent has no gender!,67_1_1
"['For the first time, Nancy Pelosi and Chuck Schumer have endorsed coronavirus relief other than the $2.2 trillion bill that passed the House, saying a $908 billion bipartisan proposal should be a starting point.Mitch McConnell had already rejected it.']",68_0_1
NPR All of a sudden these two “Establishment Lifer Cons” are endorsing something other than their own Blue State bailout plan.,68_1_1
#Wasted6Months,68_1_2
['YouTube video One Hour Birdsong.'],69_0_1
So pretty I love bird's hundreds around here I love watching them and listening to them,69_1_1
['Endemic to the mountains of Taiwan: Taiwan Rosefinch (Carpodacus formosanus) by Da Chih Chen.'],70_0_1
Pretty little bird.,70_1_1
['Black-and-red Broadbill (Cymbirhynchus macrorhynchos) in Malaysia by Ng Choy Loi\u200e.'],71_0_1
Good day with this Hawfinch...he too has got a nice beak,71_1_1
['YouTube video of Ocellated Tapaculo in Ecuador'],72_0_1
The dark colours on this spotted bird look striking.,72_1_1
"['Looking for recommendations for locally made cinnamon rolls, thank you!",73_0_1
— looking for recommendations.'],73_0_2
Jenna Garasi,73_1_1
['Isaiah 45:7?,74_0_1
Thoughts?'],74_0_2
"I have been writing a synthesis concerning dark energy, which is the only way to relate source to darkness 'tangibly', or to the senses.",74_1_1
Surely God does create free will which shall do as it will.,74_1_2
Surely God calls all indifferent.,74_1_3
& yet they are the go… See More,74_1_4
['More Vandalism around Maple Valley when will it stop?￼'],76_0_1
It won’t.,76_1_1
Why would it.,76_1_2
No one gets prosecuted for crimes.,76_1_3
What makes this any different.,76_1_4
['#releasethevideoPS: Bates debate was literally the peak of both of our debate careersPPS: Happy Birthday Meyo'],78_0_1
SHES WEARING MAKEUP!,78_1_1
oh damn wtf i remember that video,78_2_1
megan and i were the best video producers of the century until megan decided to delete all traces of this production,78_3_1
lskjfklsjlkfjds,78_4_1
no,78_5_1
Megan Wu thank you for replying to this just now so that it would show up on my feed oh my god i literally stared at the pics for the longest time trying to figure out who this was,78_6_1
Emily Du LMAO same thanks Megan,78_7_1
['So much love & thanks to Dr. Tracy Lachica Buenavista for sharing community with our Bulosan Center for Filipino Studies interns during our final Fall general meeting!,79_0_1
"Thank you for sharing your journey, tracing lineages of Filipinx Studies, & providing needed laughs, guidance, clarity, & wisdom with many of us before we end the quarter.",79_0_2
I’m always inspired by your commitment to community.,79_0_3
Means a lot to be able to look up to & find guidance/mentorship from a badass activis… See More'],79_0_4
Great job Wayne!,79_1_1
Here is a summary of our very small contribution to this problem.,80_1_1
https://www.academia.edu/38159730/Repatriating_Salmon_to_Point_Elliott_Fish_and_Wildlife_in_bǝka_ltiu_Mukilteo_2012_2018,80_1_2
Update: had a bunch of people message me (phew!),83_1_1
so I think I am good to go.,83_1_2
Thanks everyone!,83_1_3
['Here’s a look at the state of the coronavirus in the U.S. this week: — Six states have announced more than 500 people died— California reported the most cases of any state in a single day — There are signs of improvement in some hard-hit Midwestern metros'],84_0_1
The sky is falling the sky is falling.....,84_1_1
['In case some of you are having a hard time with it.'],86_0_1
I'd like to as a question to everyone commenting here for the sake of discussion.,86_1_1
If the ability to remove student debt was something that was feasible it would help America's economy a great deal.,86_1_2
It is no surprise to anyone when you say that college … See More,86_1_3
Not to mention the repayment of insanely high student loan costs is directly contributing to large class gaps and polarization of wealth.,86_2_1
College shouldn’t be the only option but it’s the right option for some people and if we are only educating those … See More,86_2_2
"Will Lathrop I get paid by the class, as all adjunct instructor's do.",86_3_1
"Unless you have a one year contract, or are tenured, that's how it works.",86_3_2
"I will say that when the college doesn't get paid, I don't get classes, and I don't get paid.",86_3_3
I had one clas… See More,86_3_4
I'd really like to see them try this shit with a home or auto loan.,86_4_1
Justin Hughes I'm sure that's next.,86_5_1
Maybe then I'll be on board.,86_5_2
"I already bitch about mortgage, next step is making it  go public and I'll just blame my parents and society",86_5_3
Justin Hughes bankruptcy can get you out of both of those.,86_6_1
I think the bigger point should be the outrageous price of a college education.,86_7_1
My daughter is a nurse.,86_7_2
"Do you think this world can just do without nurses, doctors, dentists, etc.",86_7_3
?,86_7_4
The bigger problem is the cost of a college education.,86_7_5
"Stephanie Stimpson-Boggan I think the greatest problem is not having an advisor that can help you aggregate all of the available programs, like grants, low/zero interest loans, etc.",86_8_1
Then there's also payoff programs that pay off your loan after paying … See More,86_8_2
"Michael Myers agreed, my daughter was a 4.0 student, had every available scholarship, received the highest academic scholarship at her college and still was crazy ridiculous!",86_9_1
The cost of an education is out of control and needs to be brought down.,86_9_2
Th… See More,86_9_3
Maybe at a sane interest rate?,86_10_1
Scott Nordell What collateral did you have to put up for that loan?,86_11_1
Try and economics class maybe?,86_11_2
Matt Rinker I don't know that many students who need a loan would have much collateral- kind of a no brainer.,86_12_1
"So, if we want an educated society, wouldn't we want to grant loans with non-usurious interest rates?",86_12_2
The Betsy DeVos model guarantees a large… See More,86_12_3
The problem is people are getting degrees in fields that A. Don’t pay aswell as they anticipated and B. Aren’t using the degrees towards their career choices due to lack of hiring experience or just aren’t interested in the field anymore.,86_13_1
"Kyle David High One of the assignments my students do is researching their potential career field, including hiring trends, long-term feasibility, and income potential.",86_14_1
Michael Myers You should have that student published this and give it to his peers.,86_15_1
College is not mandatory or a necessity but l also think that people are getting jacked with the actual cost of the education and interest rates maybe figure out how to give them fixed lowered rates Just like every other thing in life it's a choice yo… See More,86_16_1
"College, if it is the DREAM of a student to fulfill, doesn't have to be an unaffordable goal.",86_17_1
"There are a lot of options, other than loans, to look at.There are MILLIONS of $ in grants that are left on the table every year.",86_17_2
All a kid has to do is p… See More,86_17_3
Wish it was that easy,86_18_1
It is.,86_19_1
Spencer Kerr if your career takes off after college ya and you make hella money ya,86_20_1
Linda Hale this is my friend of 22 years.,86_22_1
He noticed the GET program was grossly wasting money and was fired for pointing it out.,86_22_2
I don’t think I’d use GET.,86_22_3
https://www.nwnewsnetwork.org/post/whistleblower-says-he-was-fired-questioning-washingtons-pre-… See More,86_22_4
"Legitimate question, not trying to be rude.",86_23_1
"Why do we expect students to pay back overwhelming debt for their education, but we don’t expect Fortune 500 companies to pay corporate taxes?",86_23_2
"Many of them pay next to nothing, while their debt strapped emplo… See More",86_23_3
Vikki Iverson paying by back a loan is completely different from whether or not a company pays taxes.,86_24_1
A loan is a mutual agreement between 2 parties where both parties agree to the given terms.,86_24_2
Companies which are given tax breaks are based on several … See More,86_24_3
By falsely depreciating assets and effectively laundering money by holding it overseas through US Corps and moving jobs out of this country.,86_25_1
And we don’t pay a living wage anymore at the bottom of the ladder.,86_25_2
So the poor pay taxes and corporations keep… See More,86_25_3
"Also, if parents truly want to be prepared for their kids to go to 'college', then for God's sake, start saving for it the minute you find out you have a baby on the way.",86_26_1
The GET program is a great way to be PREPARED for the ultimate bills that come w… See More,86_26_2
"Linda Hale we did that from the time our daughter was born, still not enough to cover all 4 years, but it helped.",86_27_1
Stephanie Stimpson-Boggan Every little bit helps.,86_28_1
"We have a savings plan for my daughter, and my mom has the GET program.",86_28_2
"By the time Sarah graduates High School, she'll be set for college.",86_28_3
Why is this a topic for a Maple Valley community page?,86_29_1
I have seen on this thread people hating on people that are educated.,86_29_2
Makes no sense to me.,86_29_3
Isn’t an educated public better than an uneducated public?,86_29_4
Why would you disparage people getting an ed… See More,86_29_5
Christi Weigand McLean I suppose I'd rather talk about college for our kids than politics.,86_30_1
"Probably because I'm a college instructor, so it's more personal.",86_30_2
LOL.,86_30_3
Hypocrisy I know.,86_30_4
"Yeah, it is hard listening when someone is just hating on college de… See More",86_30_5
Christi Weigand McLean I don't think anybody is disparaging anybody for a desire to go to College.,86_31_1
All we want to do is make it abundantly clear that we don't want to 'foot their bills' in order for them to achieve their 'dream job'.,86_31_2
"College has been (for many years) totally OVERRATED as far as educating a kid to make a good living from a chosen career path.Many of the trades will apprentice, and pay while you learn.",86_32_1
"An underwater welder can make up to $150,000.00 a year.",86_32_2
A Uni… See More,86_32_3
"Linda Hale Perhaps some teachers with a Masters are happy about their life choice, and teaching is as rewarding for them as making more money being a Mixologist.",86_33_1
I think maybe I'm happy that my daughter's school is full of teachers with Masters' Degree… See More,86_33_2
I don’t think Linda was knocking teachers or even getting a master’s degree... just using it as a comparison.,86_34_1
Making higher education more affordable is beneficial for our society.,86_35_1
It opens doors for lower income groups and helps our citizens to become more skilled critical thinkers.,86_35_2
"Whether it is vocational school, college, or advanced degree a more informed … See More",86_35_3
Craig Johnson The only way to do that is to prevent the government from subsidizing it.,86_36_1
Market forces aren't allowed to effect the prices currently.,86_36_2
Joshua Done Free market hasn't worked for private schools.,86_37_1
More support for higher education seems to work for many other countries.,86_37_2
Low income students are priced out of an education under our system.,86_37_3
States like  California have much lower tuition t… See More,86_37_4
https://taibbi.substack.com/.../student-loan-horror...,86_38_1
"Ulrika O'Brien Well, who is the one that held the gun to their head to take out the loans?",86_39_1
"Matt Rinker, it's almost like you've never heard of predatory loan tactics?",86_40_1
How does it feel to be THAT IGNORANT Matt???,86_40_2
It's like you live in a cave or something.,86_40_3
Pathetic.,86_40_4
Interest rates are insane.,86_41_1
most people end up paying double or more of the loan,86_41_2
Caitlyn Casper I think most people would agree that interest free student loans would be a great start.,86_42_1
The government doesn’t need to benefit from kids taking out loans to further their education.,86_42_2
"FTR, I’m not for student loan forgiveness.",86_42_3
But I think… See More,86_42_4
Rachel Lewis Schwartz BINGO!,86_43_1
"Right, yes, so I don’t disagree.",86_44_1
"I will pay my loans back, but I find things like this pretty cold and heartless and lacks a complete understanding of the situation a lot of people are in.",86_44_2
When college is literally presented to you as the only option i… See More,86_44_3
Alison Mawer Hi Alison!,86_45_1
What kind of work do you do?,86_45_2
"Have you looked into school loan payoff grants, or other assistance?",86_45_3
I know my wife works in a low income school district and can get assistance paying off her school loan.,86_45_4
It can also be refinanced … See More,86_45_5
I’m an account manager for a SaaS company.,86_46_1
I did look into some options that would qualify for some forgiveness but I either wasn’t hired or it just wasn’t the right fit.,86_46_2
I haven’t looked into refinancing though so I really appreciate the suggestion!,86_46_3
I know with EXPERIENCE that Military obligation served will net a really good chunk of tuition paid.,86_47_1
I think it's interesting that MILITARY hasn't been brought up.My husband's oldest son retired after 40 years in the Navy.,86_47_2
He exited as Master Chief… See More,86_47_3
Linda Hale Military was brought up in a recent post.,86_48_1
"It didn't go over well, but then again the picture was extreme.",86_48_2
Battlefield service isn't in the future for most military vets.,86_48_3
Michael Myers Thanks.,86_49_1
I missed that post.,86_49_2
Linda Wasser Tiffany No one should ever go chasing after their dream job without checking to see how much money they will make and if they can afford the courses/training to get there.,86_50_1
Just part of being a grown up.,86_50_2
Maybe people have to work a job t… See More,86_50_3
This is such a “yes but” situation because I think that there are some issues with the way student loans are done and how ridiculous tuition has gotten.,86_51_1
It used to be that you could literally work your way through college but that’s so far beyond the r… See More,86_51_2
Truth,86_52_1
"['(1/2) “I found out I was pregnant the day before my senior year, and my parents took me to an adoption lawyer so that we could learn about the process.",88_0_1
She showed us a box full of folders and pictures from families hoping to adopt.,88_0_2
I spent months looking through family profiles—but nothing felt right.,88_0_3
I don’t even know what I was looking for.,88_0_4
Maybe I was looking for myself in ten years-- someone who could raise my son like I wished I could.,88_0_5
The one thing I knew was that I wan… See More'],88_0_6
Oh this one hits deep.,88_1_1
"Having been on the opposite side of this story myself, I can tell you the love, openness, compassion and gratitude Kathy had for you was SO real and true.",88_1_2
I hope part two features you as the happy extended family you deserve to b… See More,88_1_3
"[""The look we give you when you read a soft left aff or something idkHappy birthday to one of my bestest friends who's probably glad I don't also have a picture of her as a child but that's okay because she doesn't look a day over 12!""]",89_0_1
I remember this day!,89_1_1
"Um, you have to undergo diagnostic testing to be diagnosed with most diseases, so ... And who’s threatening you to take it?",90_1_1
There’s not going to be enough to go around for awhile.,90_1_2
Don’t want it right away?,90_1_3
Don’t get it.,90_1_4
nerd,91_1_1
"[""Urgent last-minute judging opportunity for tomorrow:If you'd like to make $150 judging four rounds of middle school parliamentary debate, please send me a message.",92_0_1
"Judges needed: twoWhen: tomorrow, Saturday Dec. 5th, from 8:30am-3pm PST … See More""]",92_0_2
They cute lil trash pandas,92_1_1
['Bergen County Academies needs a judge for Ridge Debates (12/11-12/13)edit: found a judge'],93_0_1
I’m available also!,93_1_1
Congratulations and good luck,94_1_1
What class?,94_2_1
Other than your class in the spring?,94_2_2
"[""Friends, have you been to Bees in the 'Burbs?",95_0_1
Its located right outside 4 corners on the left hand side.,95_0_2
They are an amazing small business that has recently been hit by the most crazy culprits... BEARS.,95_0_3
Bears broke into their honey facility and destroyed everything.,95_0_4
"(No, im not kidding, no it wasn't Pooh) If im not mistaken about $30k in damage!!!",95_0_5
Please support this business.,95_0_6
Honey is great as a stocking stuffer and makes great gifts!,95_0_7
"All December, if you make a purchase fr… See More""]",95_0_8
Was this hive close to their shop?,95_1_1
['#stolen #niggarized Most of you should know me pretty well.,96_0_1
I don’taccept very many friends of friends because I feel it’s not for me.,96_0_2
And of late not a fan of this platform.,96_0_3
"Almost every FB friend I have known on some level, you are not just a number.",96_0_4
"But if you are on my FB, it’s because we have some connection.",96_0_5
"I would love to see if we can still chat more than just likes .For example, a place, an object, a person, a moment in which you remember us.']",96_0_6
I remember....lots that makes me smile.,96_1_1
"Thinking of ""all you kids"" from BUDL gives me hope and makes me happy.",96_1_2
['The path to real liberation demands true contemplation...'],98_0_1
he that is not for me is against me.,98_1_1
"['Introducing the NEW Russian River Cellar Society, our first ever bottle society, aka “beer club”!",99_0_1
Vinnie rekindled his passion for creating and blending barrel-aged sour beers this year which inspired the launching of this club.,99_0_2
"Since this is brand new to us, we will be limiting membership to 300 for the first year, likely expanding it in future years.",99_0_3
"Membership includes two 12-bottle releases of rare beers, most of which will be exclusive to members, along with other perks… See More']",99_0_4
"Okay, so... there's lots of programs like this.",99_1_1
Rare Barrel in Berkeley has a program like it.,99_1_2
Mikkeller SD has their Viking Club thing.,99_1_3
I think Bruery has a program now.,99_1_4
Moksa has had one for a while.,99_1_5
"I guess what my question is, will the RRBC one b… See More",99_1_6
Not sure why people are laughing.,99_2_1
It’s as if they think Vinnie already knew about these other clubs and chose not to have one until losing revenue because of a pandemic.,99_2_2
Can you tell us more about these clubs?,99_2_3
I’m sure RRBC will make adjustments to mat… See More,99_2_4
['Thank you Aurora Martinez and Isiah for streaming your Covid-19 wedding online!,100_0_1
Your family and friends thank you!'],100_0_2
they should be charged with manslaughter,100_1_1
Fatal motorcycle accident,101_1_1
['Thanks to everyone for coming to the 2020 Wyo Online!,102_0_1
Congrats to our champions:Open: Georgetown LN defeats James Madison HS (2-1)… See More'],102_0_2
Absolutely LOVE the Columbia and Boston University presence and success at our tournament!,102_1_1
Hope to see you all a lot next semester!,102_1_2
['im looking for a judge at isidore newman 11th - 14th for 4 rounds and cps on the 18th - 21st to cover 2 rounds please pm me thank you!'],104_0_1
I PM’d you,104_1_1
Actually all those things are covered under the 10.,105_1_1
Use you imagination.,105_1_2
The big ones being against envy and theft and loving neighbor as self.,105_1_3
Continued prayers,106_1_1
All the prayers for you.,106_2_1
Sending love and prayers,106_3_1
Honey we are praying so hard .,106_4_1
We love you,106_4_2
You got it!,106_5_1
Ask for what you want and the Universe will move you toward it.,106_6_1
You are on my list!,106_7_1
Hey Chris we' are praying very hard for you and your mom and jim asking God to watch over all of you and to let your mother get well love you all very much,106_9_1
Chris  i have prayer warriors praying everywhere.,106_10_1
Father we seek your face this evening .Your word says what ever we ask in  Jesus Name believe we have received.,106_11_1
Father we believe by faith that sis is healed and we trust you.,106_11_2
Your will be done Father .,106_11_3
You know the hearts and cries of all your child… See More,106_11_4
"['Is the Deleuzian-Guattari ""becoming and never arriving"" just frustrating eternal copulation without the euphoria of orgasm?']",107_0_1
Arriving is over-rating.,107_1_1
It’s all about the approach.,107_1_2
"No but seriously, if you ever get to experiment with tantric sexual practices you’ll quickly find out that much more intense sexual pleasure comes with the strategic delay of orgasm.",107_1_3
The idea is to … See More,107_1_4
['When u up waiting for that communication to start yo - like the day hit different when they hit ur phone '],108_0_1
"[""Masks were scarce at President Trump's rally in Georgia on Saturday, where he only briefly mentioned the raging pandemic.""]",109_0_1
Won’t send thoughts and prayers.,109_1_1
Will Send masks and sanitizer.,109_1_2
Qué bonita prima estás preciosa muchos besos y abrazos,110_1_1
['Enjoying the  with my favorite person.,111_0_1
"I hope everyone is enjoying the holiday season, even if it’s a little bit different this year! ']",111_0_2
Absolutely beautiful!!,111_1_1
https://docs.google.com/.../2PACX-1vR.../pubhtml,113_1_1
['What is going on on Witte and Kent Kangley rd?!!!,114_0_1
Can’t make it into to our own neighborhood we keep getting rerouted and told we can’t go thru!,114_0_2
And I have our 1 yr old in the car!'],114_0_3
How's your baby doing?,114_1_1
Being driven around for a extra 20min can be such a traumatic  experience.,114_1_2
Praying the baby is all right,114_1_3
Rob Smith he was okay; thank you for asking!,114_2_1
['Friendly reminder: please be kind to essential workers.,115_0_1
I am the manager at The UPS Store in Covington.,115_0_2
I had a customer come in today for some copies.,115_0_3
"Did them for him, my coworker rang him up for $2.12.",115_0_4
He was rude when he came in and was shocked by the price.,115_0_5
"My coworker politely explained we have a one-time 1.50 service fee, and each copy is 15 cents.",115_0_6
"The customer proceeded to storm out refusing to pay, comes back and says sarcastically that we aren’t “handling COVID” wel… See More']",115_0_7
I’m sorry I wasn’t there.,115_1_1
I have no problem telling people to check themselves.,115_1_2
LinaWhat is this ‘territory” you speak of ?… See More,115_1_3
"['Michigan Secretary of State Jocelyn Benson says armed protesters descended on her home Saturday night, using megaphones to chant slogans and echo conspiracy theories about the November election.",116_0_1
"""At least one individual could be heard shouting \'you\'re murderers\' within earshot of her child\'s bedroom,"" said Michigan AG Dana Nessel.']",116_0_2
Thanks to trump the failed wanna be dictator,116_1_1
"['Breaking News: Trump administration officials passed when Pfizer offered in the summer to sell the U.S. more coronavirus vaccine doses, people familiar with the matter said.",117_0_1
Now Pfizer may not be able to provide more doses to the U.S. until next June.'],117_0_2
"Omg if this is true, the man needs to be tossed in jail NOW.",117_1_1
another great decision by a poor leader!!,117_2_1
Glad he’s OUT in January,117_2_2
"[""James Valentini I'm back!",118_0_1
"I love Columbia, and that's why I know you can do better.",118_0_2
Our demand isn't just about a skyrocketing cost of tuition.,118_0_3
"It's about the systematic ways Columbia has failed the stakeholders who actually matter -- our students, teaching faculty, support staff, and the generous community around us that puts up with rowdy college students.",118_0_4
Join the fight!,118_0_5
"Sign our petition and get three friends to sign it too -- bit.ly/tuitionstrike""]",118_0_6
You knew what tuition was when you signed up.,118_1_1
If you don't want to pay just drop out,118_1_2
Anne Lim my google wrapped,119_1_1
Jay Yang mine is anxiety attack vs panic attack symptoms how to transfer is dry throat covid,119_2_1
['I hear their is a Christmas Light Decoration on a roof off of HWY 169 that spells out :                    FUINSLEE Way to class up Maple Valley Homeowner '],120_0_1
Not all heros wear capes,120_1_1
['“I’d never had a serious boyfriend before.,121_0_1
I certainly wasn’t engaged.,121_0_2
"But when Dad started to get really sick, we decided to have a daddy-daughter dance.",121_0_3
We did it during my cousin’s wedding.,121_0_4
"My dad chose the song: ‘If I Didn’t Have You,’ by Amanda Marshall.",121_0_5
"When he passed away I engraved my favorite lyric from the song onto a necklace, along with a copy of his thumbprint.",121_0_6
"Dad had been my very best friend, and after his death I couldn’t get out of bed for months.",121_0_7
Everyone ke… See More'],121_0_8
This is just so beautiful and I wish I could love this more.,121_1_1
"I remember what Paulo Coelho said in The Alchemist; when you desire something, the universe works toward helping you to get it.",121_1_2
"That wrong number was dad from heaven saying; ""Let me give my… See More",121_1_3
"['Hi There,I wanted to Extend my thanks to the community of Maple Valley.",122_0_1
As you know we are a new small business in Old Maple Valley.,122_0_2
The Turn out to our Store has been great to say the least.,122_0_3
So many nice people and nice comments have made this such a great experience.,122_0_4
I have owned a business in Maple Valley for 25 years but not retail where I have been in Direct contact with all the Residents and their Kids face to face.,122_0_5
( With a mask on of course) We know that this time of… See More'],122_0_6
This is amazing!!,122_1_1
I had no idea about your store but I'll definitely be coming to check it out,122_1_2
It's the ultimate parent incentive and the ultimate test of self control for college students.,123_1_1
What's the percent?,124_1_1
Then on a diagram there are lines of flight and plateaus.,125_1_1
Where are the asignifying ruptures located?,125_1_2
Post nudes,126_1_1
"['There is little mystery as to which of the two Democratic candidates GOP officials want to elevate as a target as they try to rouse their base: the Reverend Raphael Warnock, who is running against Georgia Sen. Kelly Loeffler.']",127_0_1
I think the people Georgia are smarter than that.. they can see right through it.,127_1_1
"I believe after all that has gone down in this election, Georgians will be out in droves, voting blue to help this nation recover..  come on Georgia, you can do this..… See More",127_1_2
Vote Blue!,127_2_1
You have great candidates.,127_2_2
They will fight for the common hardworking people with dignity!,127_2_3
You really thought you did something,128_1_1
"['In a complaint unsealed on Friday, whistle-blowers working on President Trump’s wall said that contractors were illegally bringing in Mexican guards to protect construction sites.']",129_0_1
"""They're not sending us their best security guards...""",129_1_1
The best bit is watching the klansmen trying to justify it for Trump,129_2_1
that's beautiful,130_1_1
"['On Dec. 7th, 2020, Officers from the Black Diamond Police Department led an investigation with help from the Seattle PD and the Department of Homeland Security … See More']",131_0_1
These people don’t deserve to exist.,131_1_1
Gross,131_1_2
yessss!!,133_1_1
it's not that impressive it's p much just like my first lmao,133_2_1
SO FREEKING PROUD OF YOU!!!!,133_3_1
congrats,133_4_1
Great job!,133_5_1
"['please  this was when I was convinced I was gonna be an engineer and then I realized I literally hated calc', ""First place in Individual Algebra!",134_0_1
First place team on Algebra!,134_0_2
"Worth skipping today's show!!""]",134_0_3
u peaked then,134_1_1
got one thanks!,135_1_1
"['Y’all need to know', ""Jingle Jangle Fun Fact:This is why I love watching movies with my brother.....so the character in the movie 'Jingle Jangle', Edison Latimer, has hi… See More""]",136_0_1
Also all of the buildings in the town sqaure were named after Black inventors.,136_1_1
Very sorry...,137_1_1
"[""Copy pasted from an attorney:Guns drawn over an email?",138_0_1
This is the road that trump and his henchmen choose to follow.,138_0_2
No response in Michigan to armed gunmen threatening a government official but lethal force necessary to confiscate a scientist's computer?,138_0_3
If you read beyond the headline you find that there is an investigation into an alleged improper use of email.,138_0_4
What is it with the emails and the authoritarians?,138_0_5
"I am ashamed and embarrassed that our government has be… See More""]",138_0_6
"If you read the related article I posted from TechDirt, you will see the warrant was about a post from an account--I'm not making this up--that used a shared login and password for a whole bunch of people, not just her.",138_1_1
"They are not only disingenuous, … See More",138_1_2
I’m so sorry … I frequent mod often all the kids are amazing …,139_1_1
"['Thank you, Bethany Oesting']",140_0_1
wow,140_1_1
"[""Hi everyone!",141_0_1
I work at a local restaurant (hacienda del mar) that has been hit hard after dine in was restricted(especially Sundays and Mondays we really don't get hardly anyone those days) now AGAIN the date was extended.,141_0_2
I know they are trying to get a grant going for small businesses which is great but those of us who are server's are struggling bad and we depend and live off tips.,141_0_3
Tips are more than half of our wages.,141_0_4
"Our paychecks don't amount to much especially having … See More""]",141_0_5
I am trying to support and tipping at least 40-75% I am so sorry you guys are having such a hard time.,141_1_1
I hate this so much!,141_1_2
"['Breaking News: A Chinese coronavirus vaccine is 86% effective in an early analysis of clinical trial data, according to the United Arab Emirates.']",142_0_1
"It’s good, more choices the better",142_1_1
The other 14% are  zombies now,142_2_1
['Some plants that have stood out these last few days '],143_0_1
I see your Christmas cactus...so pretty!!,143_1_1
['EXPLODING A GLITTER PUMPKIN!,144_0_1
Can I borrow your broom..'],144_0_2
The plastic though...,144_1_1
"['When I became Vice Chair of Legislative District 48, 3 years ago, I had no idea that I would be running for Chair this year, I just knew there was a vacancy and I would be able to help.",145_0_1
"After the current Chair, James Terwilliger, announced that he was stepping down after this term.",145_0_2
"a number of people I know and trust, encouraged me to run.",145_0_3
I am humbled and honored to realize that all of the work that I do has been recognized by others.. My community grew and I am part of Demo… See More'],145_0_4
⚘,145_1_1
"[""URGENT ANTI-COLONIAL AID NEEDED FOR A COMRADE!!!!!",146_0_1
"A Black comrade of mine and his children, are currently contending with an intensification of the antagonistic contradiction of (Amerikkkan + the global world-system of) racial capitalism's base antiBlack dispossession/fungibilized underclassing/expropriation/attempted slow and fast death of my comrade's family and all other Black people globally, which as my comrade has articulated to me: one of the multitudes of the viole… See More""]",146_0_2
How are uou,146_1_1
['This feed is so toxic and filled with hate it’s shocking.,147_0_1
I’m sure I’ll be met with a whole bunch of hate after this post as a matter of fact.,147_0_2
"All I see is a tendency to denigrate people with educations, hate on people and public figures that are more successful than you, that you feel have left you out, owe you in someway.",147_0_3
It’s amazing to me you don’t ban together for true community support.,147_0_4
"What does the Maple Valley community stand for besides hatred, discrimination and te… See More']",147_0_5
Thank you for spelling it out!,147_1_1
"[""Republican attorneys general in 17 states filed a brief with the Supreme Court on Wednesday backing President Trump's legal campaign to reverse the results of the election over baseless claims of voter fraud.""]",148_0_1
"These corrupt republicans lunatic think we the people are going to let this corrupt, lunatic, con man Trump be the president of this country again.",148_1_1
"That’s not going to happen, period.",148_1_2
"A few, but they all said it was just like getting a bad cold and flu.",149_1_1
No hospitals or death's.,149_1_2
They treated it with regular flu stuff.,149_1_3
And They stayed home in bed....,149_1_4
['How to get yourself into a field of trouble.Another way to have written this headline would have been - “Hipster busybody sticks his nose into other people’s … See More'],150_0_1
"At a gas station, out doors, with NO other people at any other pumps, my sister had a “Karen” pull up to the pump in the other side of her.",150_1_1
“Karen” spent 5 minutes lecturing her about not wearing a mask.,150_1_2
"When “Karen”  stopped talking, my sister steppe… See More",150_1_3
"Man on freeway crashes car into guard rail, guard rail decapitates him on impact killing him instantly, test results shows he has Covid and now they mark his reason of death being covid.......Besides that, there’s no comparison to a terrorist attack.… See More",151_1_1
['Just discovered today that my momma was sporting masks before it was cool.,152_0_1
Y’all continue sending prayers and thoughts!!!,152_0_2
#proudmommasboy'],152_0_3
What is going on with your mom?,152_1_1
"I have good memories of her, she was always so sweet.",152_1_2
['The election was not rigged.,153_0_1
If it were there would be a few more Democrats elected to Congress!'],153_0_2
Yep!,153_1_1
Is Ms Leighton going to attend?,154_1_1
['Doing lunch in the car for my 2 favorit college kids during finals week.,155_0_1
I am SO proud at how they are handling college life at home AND working full time!,155_0_2
And  make time to shopping together.'],155_0_3
Hi girls!!,155_1_1
Way to go!,155_1_2
['George Lee Jr. You made it nigga .,156_0_1
"Welcome to 30 my fellow nigga , lover of niggas and daddy .",156_0_2
Happy born my nigga.'],156_0_3
Thank you brotha and I MISS YOU!,156_1_1
Stroll on then just finish the journey,157_1_1
"['Breaking News: Pfizer’s Covid-19 vaccine received a vote of confidence from FDA advisers, clearing the way for the agency to authorize its use.",158_0_1
"The agency is likely to do so within days, and health care workers could receive the shots early as next week.']",158_0_2
"Pfizer officials said there were no cases of serious allergic reactions in the trial of 44,000 participants",158_1_1
"I’m so sorry for your loss, Chris, and glad that you have so many good memories to carry you through your grief.",159_1_1
My deepest condolences to you and your family.,159_1_2
Tbh I thought it was pretty weak I really wouldn’t suggest it,160_1_1
['I am very curious about how many people you personally know that have tested positive for Covid?,161_0_1
And how did these people do with it?,161_0_2
I currently personally know 11 different people that have tested positive between March 2020 and now.,161_0_3
2 of the people I know (from 2 separate families) are from large families that live together and no other family members tested positive.,161_0_4
"Out of the 11 people that I know that tested positive, 4 had symptoms like a bad flu, and the other 7 pe… See More']",161_0_5
At least 31 that I can count off the top of my head.,161_1_1
And they are all local to MV/Cov/Kent area.,161_1_2
And that is all in the last 8 weeks.,161_1_3
Go Dalton Go,162_1_1
['Last day of class and I just wanna sit with my screen off.,163_0_1
But I can’t I have teach the class today...fuck me ...ugh .fuck it has kicked in and I have decided that the class will at my pace walk which is somewhere around dumb slow and stupid sluggish... pray for a nigga bc a bitch out here just a dangling ￼￼'],163_0_2
Ok it’s ok and I killed it .,163_1_1
The prof only interrupted once with instructions to say ... something but I’m don’t remember bc I don’t have to .,163_1_2
